id,name,elements,hmin,hmax,dmeas,dmeas2,colour,csystem,discovery_year,entrytype
995,Chervetite,"Pb,O,V",2,2.5,6.30,6.49,"Gray to brown",Monoclinic,1963,0
996,Chessexite,"Al,Ca,Mg,Na,Si,Zn,O,K,S,H",,,0,0,"White",Orthorhombic,1981,0
997,Chesterite,"Fe,Mg,Si,O,H",2,2.5,0,0,"colorless to very light pinkish brown",Orthorhombic,1977,0
998,Chestermanite,"Al,Fe,Mg,Mn,Sb,B,O",6,6,3.72,3.72,"greyish-green to black in coarse crystals",Orthorhombic,1986,0
1002,Chiavennite,"Be,Ca,Mn,Si,O,H",3,3,2.64,2.64,"Pale orange-yellow",Monoclinic,1970,0
1003,Childrenite,"Al,Fe,O,P,H",5,5,3.11,3.19,"Yellowish brown, brown, clove-brown",Orthorhombic,1823,0
1004,Chiluite,"Bi,Mo,Te,O",3,3,3.65,3.65,"Yellow",Hexagonal,1989,0
1006,Chiolite,"Al,Na,F",2.5,2.5,2.998,2.998,"Nearly colourless, snow-white",Tetragonal,1846,0
1007,Chkalovite,"Be,Na,Si,O",6,6,2.662,2.662,"White",Orthorhombic,1938,0
1008,Chladniite,"Ca,Mg,Na,O,P",4.5,5,0,0,"Colorless",Trigonal,1993,0
1010,Chlor-manasseite,"Al,Cl,Mg,O,H",,,0,0,,,,0
1011,Chlor-spodiosite,"Ca,Cl,O,P",,,0,0,,,,0
1012,Chloraluminite,"Al,Cl,O,H",,,1.644,1.644,"Colourless to white; yellowish; colourless in transmitted light.",Trigonal,1873,0
1013,Chlorapatite,"Ca,Cl,O,P",5,5,3.17,3.18,"White",Hexagonal,,0
1014,Chlorargyrite,"Ag,Cl",1.5,2.5,5.556,5.556,"Colourless (fresh); bright chartreuse-green, light yellow, light green, grey; becoming violet-brown on exposure to light.",Isometric,1565,0
1015,Chlorellestadite,"Ca,Cl,Si,O,S",4.5,4.5,0,0,"White, tinged with blue or green",Hexagonal,1982,0
1017,Chloritoid,"Al,Fe,Si,O,H",6.5,6.5,3.4,3.8,"Dark green to green-gray or nearly black",Monoclinic,,0
1018,Chlormagaluminite,"Al,Cl,Mg,O,H",1.5,2.5,1.98,2.09,"Colorless to yellow-brown; colorless in transmitted light",Hexagonal,1982,0
1019,Chlormanganokalite,"Cl,Mn,K",2.5,2.5,2.31,2.31,"Champagne, lemon- to canary-yellow.",Trigonal,1906,0
1020,Chlorocalcite,"Ca,Cl,K",2.5,3,0,0,"White, violet tinged",Orthorhombic,1872,0
1021,Chlorolithine,"",,,0,0,,,,0
1022,Chloromagnesite,"Cl,Mg",,,2.325,2.325,"Colourless, white",Trigonal,,0
1024,Chocolate-stone,"",,,0,0,,,,0
1025,Chocolite,"",,,0,0,"Chocolate",,,0
1026,Choloalite,"Ca,Cl,Cu,Pb,Sb,Te,O",3,3,6.4,6.4,"Forest green (RHS 136A)",Isometric,1980,0
1027,Chondrodite,"Mg,Si,O,F",6,6.5,3.16,3.26,"Yellow, Red or Brown.",Monoclinic,1817,0
1028,Chrisstanleyite,"Ag,Pd,Se",5,5,0,0,"Silvery grey",Monoclinic,,0
1029,Christite,"As,Hg,Tl,S",1,2,6.2,6.2,"Bright orange to deep red or crimson",Orthorhombic,1976,0
1030,Chromatite,"Ca,Cr,O",,,0,0,"Yellow, violet",Tetragonal,1963,0
1031,Chromium-dravite,"Cr,Mg,Na,Si,B,O,H",7,7.5,0,0,"Dark emerald-green to greenish-black.",Trigonal,1983,0
1035,Chromferide,"Cr,Fe",4,4,0,0,"White, grey",Isometric,,0
1036,Chromite,"Cr,Fe,O",5.5,5.5,4.5,4.8,"Black",Isometric,1845,0
1037,Chromium,"Cr",9,9,7.17,7.17,"White",Isometric,,0
1039,Chrysoberyl,"Al,Be,O",8.5,8.5,3.75,3.75,"Green shades, emerald-green, greenish white, yellowish green, greenish brown, yellow, canary yellow, blue",Orthorhombic,1789,0
1040,Chrysocolla,"Al,Cu,Si,O,H",2.5,3.5,1.93,2.4,"Green, bluish green, blue, blackish blue to black, or brown and rarely yellow",Orthorhombic,315 ,0
1041,Chrysolite (of Wallerius),"",,,0,0,,,,0
1042,Chrysoprase Earth,"Ni,Si,O,H",,,0,0,,,,0
1043,Chudobaite,"As,Mg,Zn,O,H",2.5,3,2.94,2.94,"Rose, white, colorless",Triclinic,1960,0
1044,Chukhrovite-(Ce),"Al,Ca,Ce,O,F,S,H,Y",3,3,2.274,2.398,"white, with a lilac tint",Isometric,,0
1045,Chukhrovite-(Y),"Al,Ca,Ce,O,F,S,H,Y",3,3,2.274,2.398,"White, colourless",Isometric,,0
1047,Churchite-(Y),"O,P,H,Y",3,3,3.14,3.14,"Colorless, white, gray, yellow; colourless in transmitted light.",Monoclinic,1865,0
1048,Chursinite,"As,Hg,O",3,3,0,0,"Yellow-brown to orange-brown",Monoclinic,1984,0
1049,Chvaleticeite,"Mn,O,S,H",1.5,1.5,1.84,1.84,"White, pinkish, yellowish-green ",Monoclinic,1986,0
1050,Chvilevaite,"Cu,Fe,Na,Zn,S",3,3,0,0,"Bronze",Trigonal,1988,0
1051,Cianciulliite,"Mg,Mn,Zn,O,H",1,2,0,0,"Dark reddish-brown nearly black",Monoclinic,1991,0
1052,Cinnabar,"Hg,S",2,2.5,8.176,8.176,"Tint or shade of red; cochineal red, brownish red, silvery dark red; silvery-grey; may darken due to formation of mercury nanoparticles (https://mineralcare.web.ox.ac.uk/article/cinnabar)",Trigonal,,0
1053,Cirrolite,"Al,Ca,O,P,H",5,6,0,0,"Light yellow",,,0
1055,Clinoclase,"As,Cu,O,H",2.5,3,4.38,4.38,"Blue, greenish-blue, dark green-black; blue-green in transmitted light",Monoclinic,1830,0
1056,Clairite,"Fe,N,O,S,H",,,2.31,2.31,"Orange-Yellow",Triclinic,1982,0
1057,Claraite,"As,Cu,Zn,O,C,S,H",,,0,0,"Turquoise blue",Triclinic,1982,0
1058,Claringbullite,"Cl,Cu,O,F,H",,,3.9,3.9,"Blue",Hexagonal,1976,0
1059,Clarkeite,"Ca,Na,Pb,O,H,U",4,4.5,6.29,6.39,"Dark red-brown, dark brown",Trigonal,1931,0
1060,Claudetite,"As,O",2.5,2.5,4.14,4.15,"Colourless, white",Monoclinic,1868,0
1061,Clausthalite,"Pb,Se",2.5,3,7.8,8.22,"Bluish grey to lead-grey",Isometric,1832,0
1064,Cliffordite,"Te,O,U",4,4,6.57,6.57,"Bright sulfur yellow",Isometric,1969,0
1065,Clinoatacamite,"Cl,Cu,O,H",3,3,0,0,"Green to dark greenish-black, greenish-blue.",Monoclinic,,0
1066,Clinobehoite,"Be,O,H",2,3,1.93,1.93,"Colorless",Monoclinic,1989,0
1067,Clinobisvanite,"Bi,O,V",,,0,0,"Yellow, orange, pale orange, deep reddish orange",Monoclinic,1974,0
1068,Clinochalcomenite,"Cu,Se,O,H",2,2,0,0,"bluish green",Monoclinic,1980,0
1069,Clinochevkinite,"",,,0,0,,,,0
1070,Clinochlore,"Al,Mg,Si,O,H",2,2.5,2.6,3.02,"Green, yellowish green, olive green, blackish green, bluish green, white, pink",Monoclinic,1851,0
1072,Clinoenstatite,"Mg,Si,O",5,6,0,0,"Colourless, greenish yellow, yellowish brown, green-brown",Monoclinic,1906,0
1073,Clinoferrosilite,"Fe,Si,O",5,6,0,0,"Brown, colourless, green",Monoclinic,1935,0
1074,Clinoguarinite,"Ca,Si,Na,Zr,O,F",,,0,0,,,,0
1075,Clinohedrite,"Ca,Si,Zn,O,H",5.5,5.5,3.28,3.335,"Colorless, pale amethystine (rare)",Monoclinic,1898,0
1077,Clinohumite,"Mg,Si,O,F",6,6,3.17,3.35,"White; yellow to brown with increasing Ti; orange; pinkish",Monoclinic,1876,0
1078,Clinojimthompsonite,"Fe,Mg,Si,O,H",2,2.5,0,0,"Colorless to pale tan-brown",Monoclinic,1977,0
1079,Clinokurchatovite,"Ca,Fe,Mg,Mn,B,O",4.5,4.5,3.07,3.08,"light grey",Monoclinic,1983,0
1080,Mimetite-M,"As,Cl,Pb,O",4,4,7.36,7.36,"Pale greenish yellow, white.",Monoclinic,1991,0
1081,Clinophosinaite,"Ca,Na,Si,Sr,O,P",4,4,2.85,2.88,"Light violet",Monoclinic,1981,0
1083,Clinosafflorite,"As,Co",4.5,5,0,0,"Tin-white",Monoclinic,1971,0
1084,Clinotobermorite,"Ca,Si,O,H",4.5,4.5,2.58,2.58,"Colorless to white",Monoclinic,1989,0
1086,Clinoungemachite,"Fe,Na,O,K,S",,,0,0,"Colorless to pale yellow",Monoclinic,,0
1087,Clinozoisite,"Al,Ca,Si,O,H",7,7,3.3,3.4,"colourless, green, grey, light green, yellow-green, pale brownish, green-brown, pink",Monoclinic,1896,0
1088,Clintonite,"Al,Ca,Mg,Si,O,H",3.5,6,3.0,3.1,"Brown, golden brown, reddish brown, yellow green, dark green",Monoclinic,1828,0
1090,Cobaltomelane,"",,,0,0,,,,0
1091,Cobaltkoritnigite,"As,Co,O,H",2,3,0,0,"Pale purple to intense purple, pale rose red to intense purple-rose",Triclinic,1980,0
1092,Cobaltomenite,"Co,Se,O,H",2,2.5,3.42,3.42,"dark red, pink-red, brownish pink, yellowish brown",Monoclinic,1882,0
1093,Cobaltite,"As,Co,S",5.5,5.5,6.33,6.33,"Reddish silver white, violet steel gray, or black.",Orthorhombic,1797,0
1095,Coalingite,"Fe,Mg,O,C,H",1,2,2.32,2.42,"Deep reddish brown, brown, straw-yellow; golden brown in transmitted light.",Trigonal,1965,0
1096,Cobalt-Chrompicotite,"Al,Cr,Co,Fe,Mg,O",,,0,0,,,,0
1097,Cobaltpentlandite,"Co,S",4,4.5,0,0,"Yellow",Isometric,1959,0
1098,Cobaltzippeite,"Co,O,S,H,U",2,2,0,0,"Tan to brownish yellow, yellow-orange",Monoclinic,1976,0
1099,Cobaltaustinite,"As,Ca,Co,O,H",4.5,4.5,0,0,"Dull green",Orthorhombic,,0
1100,Coccinite,"Hg,I",2,2,0,0,"Orange-red, deep red",Tetragonal,,0
1101,Cochromite,"Co,Cr,O",7,7,0,0,"Dark, probably black",Isometric,1978,0
1102,Coconinoite,"Al,Fe,O,P,S,H,U",,,2.70,2.70,"Pale creamy yellow",Monoclinic,1965,0
1103,Coeruleolactite,"",5,5,2.55,2.7,"Milk-white, light blue",Triclinic,1871,0
1104,Coesite,"Si,O",7.5,8,0,0,"Colourless, very pale pink, very pale yellowish-white",Monoclinic,1954,0
1106,Coffinite,"Si,O,H,U",5,6,5.1,5.1,"Black",Tetragonal,1954,0
1107,Cohenite,"Fe,C",5.5,6,7.20,7.65,"Tin white",Orthorhombic,1889,0
1108,Colemanite,"Ca,B,O,H",4.5,4.5,2.423,2.423,"Colourless, white, yellowish, grey; colourless in transmitted light",Monoclinic,1884,0
1109,Collinsite,"Ca,Mg,O,P,H",3,3.5,2.99,2.99,"Light brown; light yellow-brown to colourless in transmitted light.",Triclinic,1924,0
1110,Coloradoite,"Hg,Te",2.5,2.5,8.10,8.10,"Iron black tending toward gray",Isometric,1877,0
1111,Colquiriite,"Al,Ca,Li,F",4,4,2.94,2.94,"White",Trigonal,1980,0
1113,Colusite,"As,Cu,S,V",3,4,4.2,4.5,"Bronze, pinkish bronze",Isometric,1932,0
1114,Comancheite,"Br,Cl,Hg,N,O,H",2,2,7.7,7.7,"Red (masses), orange-red  to  yellow (crystals)",Orthorhombic,1981,0
1115,Combeite,"Ca,Na,Si,O,H",,,2.844,2.844,"Colorless",Trigonal,1957,0
1116,Comblainite,"Co,Ni,O,C,H",2,2,3.05,3.05,"Turquoise-blue, yellow-green under a microscope",Trigonal,1980,0
1117,Compreignacite,"O,K,H,U",,,5.03,5.03,"Yellow, orange-yellow",Orthorhombic,1964,0
1118,Congolite,"Cl,Fe,Mg,B,O",6.5,7.5,3.58,3.58,"Pale red, pink",Trigonal,1972,0
1119,Conichalcite,"As,Ca,Cu,O,H",4.5,4.5,4.33,4.33,"Green, yellow-green, greenish yellow; light green to yellowish green in transmitted light.",Orthorhombic,1849,0
1120,Connellite,"Cl,Cu,O,S,H",3,3,3.36,3.36,"Blue, blue-green; blue in transmitted light.",Hexagonal,1850,0
1121,Cookeite,"Al,Li,Si,O,H",2.5,3.5,2.58,2.69,"White, yellowish green, greenish, pink, brown, grey, rarely lilac",Monoclinic,1866,0
1122,Coombsite,"Al,Mn,Si,O,K,H",,,3.0,3.0,"Pale brownish yellow",Trigonal,1991,0
1123,Cooperite,"Pt,S",4,5,9.5,9.5,"Steel gray to silvery white",Tetragonal,1928,0
1124,Copiapite,"Fe,O,S,H",2.5,3,2.08,2.17,"Crystals: sulfur-yellow to orange, massive material: greenish-yellow to olive-green.",Triclinic,1833,0
1125,Coquandite,"Sb,O,S,H",3,4,0,0,"Colorless",Triclinic,1991,0
1126,Coquimbite,"Al,Fe,O,S,H",2.5,2.5,2.11,2.11,"Light violet to purple, Greenish white, Bluish white, Yellowish white, Brownish white",Trigonal,1841,0
1127,Corderoite,"Cl,Hg,S",3,3,0,0,"Light orange-pink, salmon pink brown; turns pale grey, then black on prolonged exposure to light.",Isometric,1974,0
1128,Cordierite,"Al,Fe,Mg,Si,O",7,7.5,2.6,2.66,"Grey, blue, blue-violet, greenish, yellowish brown; colourless to very light blue in transmitted light.",Orthorhombic,1813,0
1129,Cordylite-(Ce),"Ba,Ce,Na,O,C,F",4.5,4.5,4.31,4.31,"Colourless, yellowish; colourless to light yellow in transmitted light",Hexagonal,,0
1130,Corkite,"Fe,Pb,O,P,S,H",3.5,4.5,4.295,4.295,"Brown to light yellowish brown, pale yellow, yellowish green to dark green",Trigonal,1869,0
1131,Cornetite,"Cu,O,P,H",4.5,4.5,4.10,4.10,"Dark blue to green-blue; green-blue in transmitted light.",Orthorhombic,1916,0
1132,Cornubite,"As,Cu,O,H",4,4,4.64,4.64,"Apple green, light to dark green",Triclinic,1958,0
1133,Cornwallite,"As,Cu,O,H",4.5,4.5,4.17,4.17,"Verdigis green, blackish-green, emerald-green; emerald-green in transmitted light.",Monoclinic,1846,0
1134,Coronadite,"Mn,Pb,O",4.5,5,5.246,5.505,"Dark gray, black",Monoclinic,1904,0
1135,Corrensite,"Al,Fe,Mg,Si,O,H",1,2,0,0,"Dark green, Yellow green,Blackish green, Brown, Light golden brown, gray white",Orthorhombic,1954,0
1136,Corundum,"Al,O",9,9,3.98,4.1,"Colourless, blue, red, pink, yellow, grey, golden-brown",Trigonal,,0
1138,Corvusite,"Ca,Fe,Mg,Na,O,K,H,V",2.5,3,2.82,2.82,"Blue-black, brown",Monoclinic,1933,0
1139,Cosalite,"Bi,Pb,S",2.5,3,6.86,6.99,"Grey",Orthorhombic,1868,0
1140,Costibite,"Co,Sb,S",6,6,0,0,,Orthorhombic,1970,0
1141,Cotunnite,"Cl,Pb",1.5,2,5.8,5.8,"Colourless, white, light yellow, light green",Orthorhombic,1825,0
1142,Coulsonite,"Fe,O,V",4.5,5,5.17,5.20,"Bluish gray; light gray in reflected light",Isometric,1962,0
1143,Cousinite,"Mg,Mo,O,H,U",,,0,0,"Black",,1958,0
1144,Covellite,"Cu,S",1.5,2,4.6,4.76,"Indigo-blue or darker, inclining towards blue-black, often iridescent with purplish, deep red, and brassy-yellow reflections.",Hexagonal,1832,0
1145,Cowlesite,"Al,Ca,Si,O,H",5,5.5,2.14,2.14,"Colourless, white",Orthorhombic,1975,0
1146,Coyoteite,"Fe,Na,O,S,H",1.5,1.5,2.5,2.6,"Black to pale brownish grey",Triclinic,1983,0
1147,Crandallite,"Al,Ca,O,P,H",5,5,2.78,3.04,"Yellow, white, gray; colorless in transmitted light.",Trigonal,1917,0
1148,Crawfordite,"Na,Sr,O,P,C",3,3,3.05,3.05,"Colourless",Monoclinic,1994,0
1149,Creaseyite,"Al,Cu,Fe,Pb,Si,O,H",2.5,2.5,4.1,4.1,"Pale green to yellow-green; yellow in thin section",Orthorhombic,1974,0
1150,Crednerite,"Cu,Mn,O",4,4,4.98,5.34,"Bright gray to iron black",Monoclinic,1847,0
1151,Creedite,"Al,Ca,O,F,S,H",4,4,2.713,2.73,"white, violet, purple, colourless, orange; colourless in transmitted light.",Monoclinic,1916,0
1153,Crichtonite,"Cr,Fe,Mn,Sr,Ti,O,H,U,V,Y",5,6,4.46,4.46,"Black",Trigonal,1813,0
1154,Criddleite,"Ag,Au,Sb,Tl,S",3,3.5,6.86,6.86,"Gray-blue",Monoclinic,,0
1155,Cristobalite,"Si,O",6,7,2.32,2.36,"Colorless, white, also blue grey, brown, grey, yellow",Tetragonal,1887,0
1156,Crocashite,"",,,0,0,,,,0
1157,Crocoite,"Cr,Pb,O",2.5,3,5.97,6.02,"Orange, red, yellow; orange-red in transmitted light.",Monoclinic,,0
1158,Cronstedtite,"Fe,Si,O,H",3.5,3.5,3.34,3.35,"Black, dark brown-black, green-black",Trigonal,1821,0
1159,Crookesite,"Ag,Cu,Se,Tl",2.5,3,6.90,6.90,"Lead Grey",Tetragonal,1866,0
1160,Crossite,"",6,6,0,0,"Blue",Monoclinic,,0
1161,Cryolite,"Al,Na,F",3,3.5,2.96,2.98,"Colourless, white, brown, grey, black; colourless in transmitted light.",Monoclinic,1799,0
1162,Cryolithionite,"Al,Li,Na,F",4,4,2.77,2.77,"Colourless, white",Isometric,1904,0
1163,Cryptohalite,"Si,N,F,H",2.5,2.5,2.004,2.004,"Colourless, white, grey; colourless in transmitted light",Isometric,1873,0
1164,Cryptomelane,"Mn,O,K",5,6.5,4.17,4.41,"Brown, grayish-white",Monoclinic,,0
1165,Csiklovaite,"",,,0,0,,,,0
1166,Cuproartinite,"Cu,Mg,O,C,H",,,0,0,,,,0
1167,Cualstibite,"Al,Cu,Sb,O,H",2,2,0,0,"Blue-green",Trigonal,1984,0
1168,Cubanite,"Cu,Fe,S",3.5,3.5,4.03,4.18,"Brass- to bronze-yellow",Orthorhombic,1843,0
1170,Cummingtonite,"Mg,Si,O,H",5,6,3.1,3.6,"Translucent dark green, brown, grey, colourless",Monoclinic,1824,0
1171,Cupalite,"Al,Cu,Zn",4,4.5,0,0,"Steel yellow",Orthorhombic,1985,0
1172,Cuprite,"Cu,O",3.5,4,6.14,6.14,"Dark red to cochineal red, sometimes almost black.",Isometric,1845,0
1177,Cuprobismutite,"Ag,Bi,Cu,S",,,6.36,6.36,"Dark bluish-grey",Monoclinic,,0
1179,Cuprocalcite,"",,,0,0,,,,0
1180,Cuprocassiterite,"",,,0,0,,,,0
1181,Cuprocopiapite,"Cu,Fe,O,S,H",2.5,3,2.23,2.23,"Yellow-orange, greenish-yellow",Triclinic,1938,0
1182,Cuprocuprite,"",,,0,0,,,,0
1186,Cuproiridsite,"Cu,Fe,Ir,S",5.5,5.5,0,0,"Iron black",Isometric,1985,0
1187,Cupropavonite,"Ag,Bi,Cu,Pb,S",2,2,0,0,"Lead-grey to tin-white",Monoclinic,1979,0
1188,Cuprorhodsite,"Cu,Fe,Rh,S",5,5.5,0,0,"Iron black",Isometric,1984,0
1189,Cuprorivaite,"Ca,Cu,Si,O",5,5,3.08,3.08,"Blue",Tetragonal,1938,0
1191,Cuprosklodowskite,"Cu,Si,O,H,U",4,4,3.85,3.85,"Yellowish green to grass green or greenish yellow",Triclinic,1933,0
1192,Cuprospinel,"Cu,Fe,O",6.5,6.5,0,0,"Black to grey",Isometric,,0
1193,Cuprostibite,"Cu,Sb,Tl",4,4,0,0,"Steel grey to violet-rose on fresh fracture",Tetragonal,1969,0
1194,Cuprotungstite,"Cu,O,H,W",4,5,5.4,6.98,"Emerald green, brown, olive-green, pistachio-green",Tetragonal,1869,0
1195,Curetonite,"Al,Ba,Ti,O,P,F,H",3.5,3.5,4.42,4.42,"Bright green yellowish",Monoclinic,1978,0
1196,Curienite,"Pb,O,H,U,V",3,3,4.88,4.88,"Canary-yellow",Orthorhombic,1967,0
1197,Curite,"Pb,O,H,U",4,5,6.98,7.4,"Deep to light red-orange, orange, scarlet, yellow",Orthorhombic,1921,0
1198,Cuspidine,"Ca,Si,O,F",5,6,2.97,2.99,"Colorless, tan, light brown, pale red.",Monoclinic,1876,0
1199,Cuzticite,"Fe,Te,O,H",3,3,3.9,3.9,"Deep yellow, also golden brown to brown",Hexagonal,1982,0
1200,Cyanochroite,"Cu,O,K,S,H",2,2.5,2.224,2.224,"Greenish-blue",Monoclinic,1855,0
1201,Cyanolite,"Ca,Si,O,H",,,0,0,,,,0
1203,Cyanotrichite,"Al,Cu,O,S,H",1,3,2.76,2.76,"Sky-blue, azure-blue",Monoclinic,1839,0
1204,Cylindrite,"Fe,Pb,Sb,Sn,S",2.5,2.5,5.43,5.49,"Grey-black",Triclinic,1893,0
1205,Cymrite,"Al,Ba,Si,O,H",2,3,3.413,3.413,"Colourless, green, brown",Monoclinic,1949,0
1206,Cyrilovite,"Fe,Na,O,P,H",4,4,3.081,3.096,"Bright yellow, honey-yellow, orange to brownish yellow, brown",Tetragonal,1953,0
1207,Chaoite,"C",1,2,0,0,"Black",Hexagonal,,0
1208,Chengdeite,"Fe,Ir",5,5,0,0,"Steel-black",Isometric,,0
1209,Copper,"Cu",2.5,3,8.94,8.95,"Copper-red. Tarnishes to black or green in air.",Isometric,,0
1210,Černýite,"Cd,Cu,Fe,Sn,Zn,S",4,4,,0,"Steel Grey",Tetragonal,,0
1211,D'Ansite,"Cl,Mg,Na,O,S",2.5,3,2.63,2.655,"Colorless, yellow, pale brown",Isometric,,0
1213,Dadsonite,"Cl,Pb,Sb,S",2.5,2.5,5.68,5.68,"Lead grey",Triclinic,1968,0
1214,Dalyite,"Si,Zr,O,K",7.5,7.5,2.82,2.82,"Colourless, brown",Triclinic,,0
1215,Damaraite,"Cl,Pb,O,H",3,3,0,0,"Colourless",Orthorhombic,1990,0
1217,Danbaite,"Cu,Zn",4,4,0,0,"Silvery white to grayish white",Isometric,1983,0
1218,Danburite,"Ca,Si,B,O",7,7.5,2.93,3.02,"Pale yellow, yellowish-brown, colourless",Orthorhombic,1837,0
1219,Danielsite,"Ag,Cu,Hg,S",1.5,2,0,0,"Grey",Orthorhombic,1987,0
1222,Daomanite,"As,Cu,Pt,S",3.5,3.5,0,0,"Steel gray with yellow tint",Orthorhombic,1974,0
1224,Daqingshanite-(Ce),"Ba,Ca,Ce,La,Sr,O,P,C,F,H",4.5,4.5,3.81,3.81,"Pale yellow",Trigonal,,0
1225,Darapiosite,"Li,Mn,Na,Si,Zn,O,K",5,5,2.92,2.92,"Colourless, white, brownish, bluish, pale violet",Hexagonal,1975,0
1226,Darapskite,"Na,N,O,S,H",2.5,2.5,2.201,2.201,"Colourless",Monoclinic,1891,0
1229,Daubréeite,"Bi,O,H",2,2.5,6.4,6.5,"Creamy-white, greyish, yellowish-brown; colourless in transmitted light.",Tetragonal,1876,0
1230,Daubréelite,"Cr,Fe,S",4.5,5,3.81,3.81,"Black",Isometric,,0
1231,Davanite,"Si,Ti,O,K",5,5,2.76,2.76,"Colourless",Triclinic,1984,0
1233,Davidite-(Ce),"Ce,Cr,Fe,Ti,O,F,H,U,V,Y",6,6,4.29,4.29,"Black; shiny black",Trigonal,,0
1234,Davidite-(La),"Cr,Fe,La,Ti,O,F,H,U,V,Y",6,6,4.33,4.48,"Black",Trigonal,,0
1235,Davidite-(Y),"Ca,Ce,Fe,La,Mn,Na,Nb,Pb,Ti,Zr,O,Y",,,,,,Trigonal,,0
1236,Davisonite,"",,,0,0,,,,0
1237,Davreuxite,"Al,Mn,Si,O,H",2,3,3.30,3.38,"Creamy-white, pale rose pink",Monoclinic,1878,0
1238,Davyne,"Al,Ca,Cl,Na,Si,O,K,S",5.5,6,2.42,2.53,"Colourless, white",Hexagonal,1825,0
1239,Davyno-cavolinite,"",,,0,0,,,,0
1240,Dawsonite,"Al,Na,O,C,H",3,3,2.436,2.436,"Colourless to white; rarely pink; colourless in transmitted light",Orthorhombic,1874,0
1242,Deanesmithite,"Cr,Hg,O,S",4.5,5,0,0,"Red, orange",Triclinic,,0
1244,Deeckeite,"Al,Ca,Fe,Mg,Na,Si,O,K,H",,,0,0,,,,0
1245,Deerite,"Fe,Si,O,H",6,6,3.837,3.837,"Black",Monoclinic,1964,0
1246,Defernite,"Ca,Cl,Si,O,C,H",3,3,2.34,2.5,"Colourless (original occurrence), also deep red, rose-brown",Orthorhombic,1978,0
1248,Delafossite,"Cu,Fe,O",5.5,5.5,5.41,5.41,"Black, brown-white in reflected light",Trigonal,1873,0
1250,Delessite,"Al,Fe,Mg,Si,O,H",,,0,0,,,,0
1251,Delhayelite,"Al,Ca,Cl,Na,Si,O,K,F,S,H",,,2.60,2.60,"Colourless; Silver-grey, Greenish-grey",Orthorhombic,1959,0
1252,Delindeite,"Al,Ba,Ca,Fe,Na,Si,Ti,O,K,H",,,3.3,3.3,"Light pinkish-grey",Monoclinic,1987,0
1253,Dellaite,"Ca,Si,O,H",,,0,0,,Triclinic,1965,0
1254,Deloryite,"Cu,Mo,O,H,U",4,4,4.9,4.9,"Dark green to black",Monoclinic,1992,0
1255,Delrioite,"Ca,Sr,O,H,V",2,2,3.1,3.1,"Pale yellow-green",Monoclinic,1959,0
1256,Deltaite,"",,,0,0,"Gray to lavender (lilac) and light blue, canary-yellow; colourless in transmitted light.",,,0
1257,Delvauxite,"Ca,Fe,O,P,S,H",2.5,2.5,1.85,1.85,"Yellowish brown, brownish black, reddish, chestnut-brown",Amorphous,1838,0
1259,Demesmaekerite,"Cu,Pb,Se,O,H,U",3,4,5.28,5.28,"Bottle-green when fresh, turning somewhat brownish on dehydration",Triclinic,1965,0
1260,Denhardtite,"",,,0,0,,,,0
1261,Denisovite,"Ca,Fe,Mn,Na,Si,O,K,F,H",4,5,2.76,2.76,"Gray with greenish tint",Monoclinic,1984,0
1262,Denningite,"Ca,Mn,Te,Zn,O",4,4,5.05,5.05,"Pale green, colorless, pale grey, usually with thin brown coating",Tetragonal,1961,0
1263,Derbylite,"Fe,Sb,Ti,O,H",5,5,4.53,4.62,"Pitch-black, dark brown (when translucent)",Monoclinic,1895,0
1264,Derriksite,"Cu,Se,O,H,U",,,0,0,"Dark green to bottle-green, clear green",Orthorhombic,,0
1265,Dervillite,"Ag,As,S",1,1.5,0,0,"Grey",Monoclinic,1941,0
1266,Desautelsite,"Mg,Mn,O,C,H",2,2,2.13,2.13,"Bright orange",Trigonal,1978,0
1267,Descloizite,"Pb,Zn,O,H,V",3,3.5,6.2,6.2,"Brownish red, red-orange, reddish brown to blackish brown, nearly black",Orthorhombic,1854,0
1268,Desert Rose,"",,,0,0,,,,0
1269,Despujolsite,"Ca,Mn,O,S,H",2.5,2.5,2.46,2.46,"Pale yellow to deep yellow-green",Hexagonal,1968,0
1270,Devilline,"Ca,Cu,O,S,H",2.5,2.5,3.084,3.084,"Green, bluish-green; green in transmitted light.",Monoclinic,1864,0
1271,Devitrite,"Ca,Na,Si,O",,,0,0,,,,0
1272,Deweylite,"Mg,Si,O,H",,,0,0,,,,0
1273,Dewindtite,"Pb,O,P,H,U",,,5.03,5.03,"Canary-yellow",Orthorhombic,1922,0
1276,Diaboleite,"Cl,Cu,Pb,O,H",2.5,2.5,5.41,5.43,"Blue",Tetragonal,1923,0
1278,Diaclasite,"Si,Fe,Mg,O,H",,,0,0,,,,0
1279,Diadochite,"Fe,O,P,S,H",3,4,2.0,2.4,"Yellow to greenish-yellow or brown, reddish brown, light green, light yellow; pale yellow to yellowish brown in transmitted light.",Amorphous,1837,0
1280,Dialite,"",,,0,0,,,,0
1282,Diamond,"C",10,10,3.5,3.53,"Colourless, yellowish to yellow, brown, black, blue, green or red, pink, champagne-tan, cognac-brown, lilac (very rare)",Isometric,,0
1283,Diaoyudaoite,"Al,Na,O",7.5,8,3.30,3.30,"Colourless, light green",Hexagonal,1985,0
